Sample Number,Variety,endo,Source notes,year,location,Extra Notes
15A0461,IL701e,su1,(IL44b x Bolivia 1035) x IL442a,2015,New York,
15A0967,IL701e,su1,(IL44b x Bolivia 1035) x IL442a,2015,New York,
3232,IL701e,su1,(IL44b x Bolivia 1035) x IL442a,2015,Wisconsin,
14A0543,IL707a,su1,((IOPOP x IL101u)x south american popcorn op) x ((IOPOP x IL101u)x south american popcorn op),2014,New York,
31644,IL707a,su1,((IOPOP x IL101u)x south american popcorn op) x ((IOPOP x IL101u)x south american popcorn op),2014,Wisconsin,
31660,IL707a,su1,((IOPOP x IL101u)x south american popcorn op) x ((IOPOP x IL101u)x south american popcorn op),2014,Wisconsin,
15A0129,IL707a,su1,((IOPOP x IL101u)x south american popcorn op) x ((IOPOP x IL101u)x south american popcorn op),2015,New York,
15A0819,IL707a,su1,((IOPOP x IL101u)x south american popcorn op) x ((IOPOP x IL101u)x south american popcorn op),2015,New York,
2802,IL707a,su1,((IOPOP x IL101u)x south american popcorn op) x ((IOPOP x IL101u)x south american popcorn op),2015,Wisconsin,
14A0238,IL713a,su1,(P103Ht1 x T20) x T20(4),2014,New York,
14A0613,IL713a,su1,(P103Ht1 x T20) x T20(4),2014,New York,
30923,IL713a,su1,(P103Ht1 x T20) x T20(4),2014,Wisconsin,
32339,IL713a,su1,(P103Ht1 x T20) x T20(4),2014,Wisconsin,
15A0174,IL713a,su1,(P103Ht1 x T20) x T20(4),2015,New York,
15A0788,IL713a,su1,(P103Ht1 x T20) x T20(4),2015,New York,
14A0433,IL729a,su1,(IL14 x IL11) x Lehna soft flint,2014,New York,
14A0832,IL729a,su1,(IL14 x IL11) x Lehna soft flint,2014,New York,
30333,IL729a,su1,(IL14 x IL11) x Lehna soft flint,2014,Wisconsin,
32255,IL729a,su1,(IL14 x IL11) x Lehna soft flint,2014,Wisconsin,Fresh Samples left at room temperature. Might be trash
15A0173,IL729a,su1,(IL14 x IL11) x Lehna soft flint,2015,New York,
15A0660,IL729a,su1,(IL14 x IL11) x Lehna soft flint,2015,New York,
2766,IL729a,su1,(IL14 x IL11) x Lehna soft flint,2015,Wisconsin,
14A0606,IL731a,su1se1,Golden Sensation X IL677a (marked as su1 on diversity panel),2014,New York,
31243,IL731a,su1se1,Golden Sensation X IL677a (marked as su1 on diversity panel),2014,Wisconsin,
32264,IL731a,su1se1,Golden Sensation X IL677a (marked as su1 on diversity panel),2014,Wisconsin,
15A0156,IL731a,su1se1,Golden Sensation X IL677a (marked as su1 on diversity panel),2015,New York,
15A0733,IL731a,su1se1,Golden Sensation X IL677a (marked as su1 on diversity panel),2015,New York,
14A0562,IL733a,su1,Ga-sT35 x IL442a,2014,New York,
31637,IL733a,su1,Ga-sT35 x IL442a,2014,Wisconsin,
32262,IL733a,su1,Ga-sT35 x IL442a,2014,Wisconsin,
15A0400,IL733a,su1,Ga-sT35 x IL442a,2015,New York,
15A0929,IL733a,su1,Ga-sT35 x IL442a,2015,New York,
3341,IL733a,su1,Ga-sT35 x IL442a,2015,Wisconsin,
14A0270,IL744a,su1,IL459a x IL677a,2014,New York,
14A0699,IL744a,su1,IL459a x IL677a,2014,New York,
31341,IL744a,su1,IL459a x IL677a,2014,Wisconsin,
31473,IL744a,su1,IL459a x IL677a,2014,Wisconsin,
15A0233,IL744a,su1,IL459a x IL677a,2015,New York,
15A0638,IL744a,su1,IL459a x IL677a,2015,New York,
2949,IL744a,su1,IL459a x IL677a,2015,Wisconsin,
14A0015,IL747b,su1se1,IL667a x Crookham (marked as su1 on diversity panel?),2014,New York,
14A0454,IL747b,su1se1,IL667a x Crookham (marked as su1 on diversity panel?),2014,New York,
30301,IL747b,su1se1,IL677a X Early Hi Quality Crookham (ND56.ABE),2014,Wisconsin,
30732,IL747b,su1se1,IL667a x Crookham (marked as su1 on diversity panel?),2014,Wisconsin,
15A0145,IL747b,su1se1,IL667a x Crookham (marked as su1 on diversity panel?),2015,New York,
15A0614,IL747b,su1se1,IL667a x Crookham (marked as su1 on diversity panel?),2015,New York,
2618,IL747b,su1se1,IL667a x Crookham (marked as su1 on diversity panel?),2015,Wisconsin,
14A0350,IL751a,su1,IL671a x IL677a,2014,New York,
14A0759,IL751a,su1,IL671a x IL677a,2014,New York,
31042,IL751a,su1,IL671a x IL677a,2014,Wisconsin,
2426,IL751a,su1,IL671a x IL677a,2015,Wisconsin,
31633,IL757b,su1,(IL14x IL11) x Antigua 2d,2014,Wisconsin,
31861,IL757b,su1,(IL14x IL11) x Antigua 2d,2014,Wisconsin,
15A0395,IL757b,su1,(IL14x IL11) x Antigua 2d,2015,New York,
15A0881,IL757b,su1,(IL14x IL11) x Antigua 2d,2015,New York,
3555,IL757b,su1,(IL14x IL11) x Antigua 2d,2015,Wisconsin,
14A0777,IL761a,su1,Pioneer ERF,2014,New York,
31317,IL761a,su1,Pioneer ERF,2014,Wisconsin,
31544,IL761a,su1,Pioneer ERF,2014,Wisconsin,
15A0185,IL761a,su1,Pioneer ERF,2015,New York,
15A0707,IL761a,su1,Pioneer ERF,2015,New York,
3154,IL761a,su1,Pioneer ERF,2015,Wisconsin,
14A0393,IL764b,su1,((Hawaiian sugary x IL110g)x IL677a)x (t55 x IL677a),2014,New York,
14A0856,IL764b,su1,((Hawaiian sugary x IL110g)x IL677a)x (t55 x IL677a),2014,New York,
30318,IL764b,su1,((Hawaiian sugary x IL110g)x IL677a)x (t55 x IL677a),2014,Wisconsin,
32326,IL764b,su1,((Hawaiian sugary x IL110g)x IL677a)x (t55 x IL677a),2014,Wisconsin,
15A0303,IL764b,su1,((Hawaiian sugary x IL110g)x IL677a)x (t55 x IL677a),2015,New York,
15A0748,IL764b,su1,((Hawaiian sugary x IL110g)x IL677a)x (t55 x IL677a),2015,New York,
2540,IL764b,su1,((Hawaiian sugary x IL110g)x IL677a)x (t55 x IL677a),2015,Wisconsin,
14A0383,IL765a,su1,(IL11a x (IL11dx IL677a)),2014,New York,
14A0853,IL765a,su1,(IL11a x (IL11dx IL677a)),2014,New York,
30718,IL765a,su1,(IL11a x (IL11dx IL677a)),2014,Wisconsin,
31924,IL765a,su1,(IL11a x (IL11dx IL677a)),2014,Wisconsin,
15A0477,IL765a,su1,(IL11a x (IL11dx IL677a)),2015,New York,
15A0890,IL765a,su1,(IL11a x (IL11dx IL677a)),2015,New York,
3221,IL765a,su1,(IL11a x (IL11dx IL677a)),2015,Wisconsin,
14A0353,IL766a,su1se1,(T35x IL677a)x IL677a (marked as su in diversity panel),2014,New York,
14A0835,IL766a,su1se1,(T35x IL677a)x IL677a (marked as su in diversity panel),2014,New York,
30534,IL766a,su1se1,677a (T35 X 677a),2014,Wisconsin,
31524,IL766a,su1se1,(T35x IL677a)x IL677a (marked as su in diversity panel),2014,Wisconsin,
15A0455,IL766a,su1se1,(T35x IL677a)x IL677a (marked as su in diversity panel),2015,New York,
15A0964,IL766a,su1se1,(T35x IL677a)x IL677a (marked as su in diversity panel),2015,New York,
3355,IL766a,su1se1,(T35x IL677a)x IL677a (marked as su in diversity panel),2015,Wisconsin,
14A0348,IL767b,su1,IL197a X IL677a,2014,New York,
14A0734,IL767b,su1,IL197a X IL677a,2014,New York,
31904,IL767b,su1,IL197a X IL677a,2014,Wisconsin,
32146,IL767b,su1,IL197a X IL677a,2014,Wisconsin,
15A0360,IL767b,su1,IL197a X IL677a,2015,New York,
15A0616,IL767b,su1,IL197a X IL677a,2015,New York,
14A0145,IL772a,su1,{[(44b X BOV1035) 442a] 459a} 677a,2014,New York,
14A0716,IL772a,su1,{[(44b X BOV1035) 442a] 459a} 677a,2014,New York,
31429,IL772a,su1,{[(44b X BOV1035) 442a] 459a} 677a,2014,Wisconsin,
32476,IL772a,su1,{[(44b X BOV1035) 442a] 459a} 677a,2014,Wisconsin,
15A0313,IL772a,su1,{[(44b X BOV1035) 442a] 459a} 677a (labeled su1 on diversity panel inbred list?),2015,New York,
15A0822,IL772a,su1,{[(44b X BOV1035) 442a] 459a} 677a,2015,New York,
2741,IL772a,su1,{[(44b X BOV1035) 442a] 459a} 677a,2015,Wisconsin,
14A0201,IL773a,su1,Ga-sT35 x IL442a,2014,New York,
14A0593,IL773a,su1,Ga-sT35 x IL442a,2014,New York,
31521,IL773a,su1,Ga-sT35 x IL442a,2014,Wisconsin,
31957,IL773a,su1,Ga-sT35 x IL442a,2014,Wisconsin,
15A0208,IL773a,su1,Ga-sT35 x IL442a,2015,New York,
2810,IL773a,su1,Ga-sT35 x IL442a,2015,Wisconsin,
14A0374,IL775a,su1,IL677a x B5421 (se?),2014,New York,
14A0833,IL775a,su1,IL677a x B5421 (se?),2014,New York,
30649,IL775a,su1,IL677a x B5421 (se?),2014,Wisconsin,
15A0483,IL775a,su1,IL677a x B5421 (se?),2015,New York,
15A0885,IL775a,su1,IL677a x B5421 (se?),2015,New York,
14A0773,IL776a,su1,B5440 x IL677a,2014,New York,
31909,IL776a,su1,B5440 x IL677a,2014,Wisconsin,
32044,IL776a,su1,B5440 x IL677a,2014,Wisconsin,
15A0297,IL776a,su1,B5440 x IL677a,2015,New York,
15A0817,IL776a,su1,B5440 x IL677a,2015,New York,
2829,IL776a,su1,B5440 x IL677a,2015,Wisconsin,
14A0332,IL777a,su1,IL27a x IL677a,2014,New York,
14A0782,IL777a,su1,IL27a x IL677a,2014,New York,
32147,IL777a,su1,IL27a x IL677a,2014,Wisconsin,
32268,IL777a,su1,IL27a x IL677a,2014,Wisconsin,
15A0146,IL777a,su1,IL27a x IL677a,2015,New York,
15A0742,IL777a,su1,IL27a x IL677a,2015,New York,
2939,IL777a,su1,IL27a x IL677a,2015,Wisconsin,
14A0413,IL778c,su1,IL557a x IL677a,2014,New York,
14A0875,IL778c,su1,IL557a x IL677a,2014,New York,
30528,IL778c,su1,IL557a x IL677a,2014,Wisconsin,
31527,IL778c,su1,IL557a x IL677a,2014,Wisconsin,
15A0462,IL778c,su1,IL557a x IL677a,2015,New York,
15A0954,IL778c,su1,IL557a x IL677a,2015,New York,
3352,IL778c,su1,IL557a x IL677a,2015,Wisconsin,
14A0183,IL779a,su1,white dent x IL677a,2014,New York,
14A0751,IL779a,su1,white dent x IL677a,2014,New York,
32227,IL779a,su1,white dent x IL677a,2014,Wisconsin,
32263,IL779a,su1,white dent x IL677a,2014,Wisconsin,
15A0240,IL779a,su1,white dent x IL677a,2015,New York,
15A0836,IL779a,su1,white dent x IL677a,2015,New York,
2948,IL779a,su1,white dent x IL677a,2015,Wisconsin,
31553,IL784a,su1,Candyman,2014,Wisconsin,
31669,IL784a,su1,Self from Candyman (IFSI),2014,Wisconsin,
14A0107,IL788a,su1,BES 1948 op,2014,New York,
14A0700,IL788a,su1,BES 1948 op,2014,New York,
31910,IL788a,su1,BES 1948 op,2014,Wisconsin,
32426,IL788a,su1,BES 1948 op,2014,Wisconsin,
15A0172,IL788a,su1,BES 1948 op,2015,New York,
15A0791,IL788a,su1,BES 1948 op,2015,New York,
2738,IL788a,su1,BES 1948 op,2015,Wisconsin,
31750,IL789b,su1,(IL677a x Crookham ND56)x AA17,2014,Wisconsin,
32078,IL789b,su1,(IL677a x Crookham ND56)x AA17,2014,Wisconsin,
15A0812,IL789b,su1,(IL677a x Crookham ND56)x AA17,2015,New York,
30875,IL791a,su1,IL677a x IL18c,2014,Wisconsin,
31333,IL791a,su1,IL677a x IL18c,2014,Wisconsin,
14A0415,IL793a,su1,Pa405 x 59170,2014,New York,
14A0867,IL793a,su1,Pa405 x 59170,2014,New York,
30533,IL793a,su1,Pa405 x 59170,2014,Wisconsin,
32331,IL793a,su1,Pa405 x 59170,2014,Wisconsin,
15A0451,IL793a,su1,Pa405 x 59170,2015,New York,
15A0898,IL793a,su1,Pa405 x 59170,2015,New York,
3418,IL793a,su1,Pa405 x 59170,2015,Wisconsin,
14A0419,IL794a,su1,(IL676a x IL677a) x (Pa405 x Gold Cup),2014,New York,
14A0866,IL794a,su1,(IL676a x IL677a) x (Pa405 x Gold Cup),2014,New York,
30457,IL794a,su1,(IL676a x IL677a) x (Pa405 x Gold Cup),2014,Wisconsin,
31932,IL794a,su1,(IL676a x IL677a) x (Pa405 x Gold Cup),2014,Wisconsin,
15A0411,IL794a,su1,(IL676a x IL677a) x (Pa405 x Gold Cup),2015,New York,
15A0899,IL794a,su1,(IL676a x IL677a) x (Pa405 x Gold Cup),2015,New York,
3401,IL794a,su1,(IL676a x IL677a) x (Pa405 x Gold Cup),2015,Wisconsin,
14A0857,IL795a,su1,((hybrid-57962 x IL677a)x Gold Cup)x Pa405,2014,New York,
31650,IL795a,su1,((hybrid-57962 x IL677a)x Gold Cup)x Pa405,2014,Wisconsin,
15A0445,IL795a,su1,((hybrid-57962 x IL677a)x Gold Cup)x Pa405,2015,New York,
15A0940,IL795a,su1,((hybrid-57962 x IL677a)x Gold Cup)x Pa405,2015,New York,
3215,IL795a,su1,((hybrid-57962 x IL677a)x Gold Cup)x Pa405,2015,Wisconsin,
30713,IL795a,su1,((hybrid-57962 x IL677a)x Gold Cup)x Pa405,2014,Wisconsin,Manually Added 2021.09.06
14A0368,IL796a,su1,(IL702a x IL677a)x B6011,2014,New York,
14A0798,IL796a,su1,(IL702a x IL677a)x B6011,2014,New York,
30861,IL796a,su1,(IL702a x IL677a)x B6011,2014,Wisconsin,
32054,IL796a,su1,(IL702a x IL677a)x B6011,2014,Wisconsin,
15A0426,IL796a,su1,(IL702a x IL677a)x B6011,2015,New York,
15A0930,IL796a,su1,(IL702a x IL677a)x B6011,2015,New York,
3346,IL796a,su1,(IL702a x IL677a)x B6011,2015,Wisconsin,
14A0342,IL797a,su1,B5707 x B6011,2014,New York,
14A0698,IL797a,su1,B5707 x B6011,2014,New York,
31305,IL797a,su1,B5707 x B6011,2014,Wisconsin,
31951,IL797a,su1,B5707 x B6011,2014,Wisconsin,
15A0264,IL797a,su1,B5707 x B6011,2015,New York,
15A0778,IL797a,su1,B5707 x B6011,2015,New York,
2752,IL797a,su1,B5707 x B6011,2015,Wisconsin,
14A0422,IL798c,su1,Found in Diversity Panel. No notes,2014,New York,
14A0829,IL798c,su1,Found in Diversity Panel. No notes,2014,New York,
31654,IL798c,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0482,IL798c,su1,Found in Diversity Panel. No notes,2015,New York,
15A0920,IL798c,su1,Found in Diversity Panel. No notes,2015,New York,
14A0266,IL799b,su1,(Gold Cup x Pa405) x 59829,2014,New York,
14A0786,IL799b,su1,(Gold Cup x Pa405) x 59829,2014,New York,
31755,IL799b,su1,(Gold Cup x Pa405) x 59829,2014,Wisconsin,
32316,IL799b,su1,(Gold Cup x Pa405) x 59829,2014,Wisconsin,
15A0366,IL799b,su1,(Gold Cup x Pa405) x 59829,2015,New York,
15A0706,IL799b,su1,(Gold Cup x Pa405) x 59829,2015,New York,
2753,IL799b,su1,(Gold Cup x Pa405) x 59829,2015,Wisconsin,
14A0241,IL800a,su1,(Gold cup x Pa405) x ((Gold Cup x Six Shooter white dent)S4 x((IL677a x IL549a)S5 x IL677a)S4),2014,New York,
14A0687,IL800a,su1,(Gold cup x Pa405) x ((Gold Cup x Six Shooter white dent)S4 x((IL677a x IL549a)S5 x IL677a)S4),2014,New York,
30922,IL800a,su1,(Gold cup x Pa405) x ((Gold Cup x Six Shooter white dent)S4 x((IL677a x IL549a)S5 x IL677a)S4),2014,Wisconsin,
32148,IL800a,su1,(Gold cup x Pa405) x ((Gold Cup x Six Shooter white dent)S4 x((IL677a x IL549a)S5 x IL677a)S4),2014,Wisconsin,
15A0361,IL800a,su1,(Gold cup x Pa405) x ((Gold Cup x Six Shooter white dent)S4 x((IL677a x IL549a)S5 x IL677a)S4),2015,New York,
15A0725,IL800a,su1,(Gold cup x Pa405) x ((Gold Cup x Six Shooter white dent)S4 x((IL677a x IL549a)S5 x IL677a)S4),2015,New York,
2764,IL800a,su1,(Gold cup x Pa405) x ((Gold Cup x Six Shooter white dent)S4 x((IL677a x IL549a)S5 x IL677a)S4),2015,Wisconsin,
31864,IL801a,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32344,IL801a,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0368,IL801a,su1,Found in Diversity Panel. No notes,2015,New York,
15A0828,IL801a,su1,Found in Diversity Panel. No notes,2015,New York,
2543,IL801a,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0396,IL802b,su1,IL802b Ht2,2014,New York,
14A0847,IL802b,su1,IL802b Ht2,2014,New York,
30518,IL802b,su1,IL802b Ht2,2014,Wisconsin,
31731,IL802b,su1,IL802b Ht2,2014,Wisconsin,
15A0390,IL802b,su1,IL802b Ht2,2015,New York,
15A0942,IL802b,su1,IL802b Ht2,2015,New York,
3356,IL802b,su1,no notes,2015,Wisconsin,
14A0258,IL803a,su1,Found in Diversity Panel. No notes,2014,New York,
14A0739,IL803a,su1,Found in Diversity Panel. No notes,2014,New York,
31679,IL803a,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32154,IL803a,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0267,IL803a,su1,Found in Diversity Panel. No notes,2015,New York,
15A0776,IL803a,su1,Found in Diversity Panel. No notes,2015,New York,
2629,IL803a,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0352,IL804a,su1,Found in Diversity Panel. No notes,2014,New York,
14A0713,IL804a,su1,Found in Diversity Panel. No notes,2014,New York,
31116,IL804a,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32338,IL804a,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0261,IL804a,su1,Found in Diversity Panel. No notes,2015,New York,
15A0604,IL804a,su1,Found in Diversity Panel. No notes,2015,New York,
14A0373,IL86e,su1,Found in Diversity Panel. No notes,2014,New York,
14A0834,IL86e,su1,Found in Diversity Panel. No notes,2014,New York,
30516,IL86e,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32457,IL86e,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0383,IL86e,su1,Found in Diversity Panel. No notes,2015,New York,
15A0937,IL86e,su1,Found in Diversity Panel. No notes,2015,New York,
3345,IL86e,su1,no notes,2015,Wisconsin,
14A0408,IL91j,su1,Found in Diversity Panel. No notes,2014,New York,
14A0879,IL91j,su1,Found in Diversity Panel. No notes,2014,New York,
30519,IL91j,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31931,IL91j,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0161,IL91j,su1,Found in Diversity Panel. No notes,2015,New York,
15A0677,IL91j,su1,Found in Diversity Panel. No notes,2015,New York,
14A0746,ILB5765,su1se1,ILB5765 se (marked as su1 in diversity panel?),2014,New York,
31036,ILB5765,su1se1,ILB5765 se,2014,Wisconsin,
32107,ILB5765,su1se1,ILB5765 se (marked as su1 in diversity panel?),2014,Wisconsin,
15A0270,ILB5765,su1se1,ILB5765 se (marked as su1 in diversity panel?),2015,New York,
15A0753,ILB5765,su1se1,ILB5765 se (marked as su1 in diversity panel?),2015,New York,
14A0288,ILB5870,su1,Found in Diversity Panel. No notes,2014,New York,
14A0764,ILB5870,su1,Found in Diversity Panel. No notes,2014,New York,
31463,ILB5870,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32232,ILB5870,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0296,ILB5870,su1,Found in Diversity Panel. No notes,2015,New York,
15A0627,ILB5870,su1,Found in Diversity Panel. No notes,2015,New York,
3019,ILB5870,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0387,ILB6011,su1,Found in Diversity Panel. No notes,2014,New York,
14A0841,ILB6011,su1,Found in Diversity Panel. No notes,2014,New York,
30315,ILB6011,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0274,ILB6011,su1,Found in Diversity Panel. No notes,2015,New York,
15A0734,ILB6011,su1,Found in Diversity Panel. No notes,2015,New York,
2805,ILB6011,su1,not found in compliation or diversity panel,2015,Wisconsin,
14A0326,Ind. 5817,su1,Found in Diversity Panel. No notes,2014,New York,
14A0663,Ind. 5817,su1,Found in Diversity Panel. No notes,2014,New York,
31321,Ind. 5817,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32026,Ind. 5817,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0280,Ind. 5817,su1,Found in Diversity Panel. No notes,2015,New York,
15A0611,Ind. 5817,su1,Found in Diversity Panel. No notes,2015,New York,
2952,Ind. 5817,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0012,IP39,su1,Narrow Kernel P39,2014,New York,
14A0457,IP39,su1,Narrow Kernel P39,2014,New York,
30679,IP39,su1,Narrow Kernel P39,2014,Wisconsin,
31246,IP39,su1,Narrow Kernel P39,2014,Wisconsin,
15A0242,IP39,su1,Narrow Kernel P39,2015,New York,
15A0605,IP39,su1,Narrow Kernel P39,2015,New York,
2813,IP39,su1,Narrow Kernel P39,2015,Wisconsin,
14A0417,Jubileeex9017,su1,"Might be hybrid, but was genotyped",2014,New York,hybrid
15A0458,Jubileeex9017,su1,"Might be hybrid, but was genotyped",2015,New York,hybrid
15A0904,Jubileeex9017,su1,"Might be hybrid, but was genotyped",2015,New York,hybrid
30715,Jubileeex9017,su1,"Might be hybrid, but was genotyped",2014,Wisconsin,Manually Added 2021.09.06
32453,Jubileeex9017,su1,"Might be hybrid, but was genotyped",2014,Wisconsin,Manually Added 2021.09.06
14A0069,LUTHER HILL,su1,Found in Diversity Panel. No notes,2014,New York,
14A0453,LUTHER HILL,su1,Found in Diversity Panel. No notes,2014,New York,
30743,LUTHER HILL,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
30880,LUTHER HILL,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0002,LUTHER HILL,su1,Found in Diversity Panel. No notes,2015,New York,
15A0555,LUTHER HILL,su1,Found in Diversity Panel. No notes,2015,New York,
2556,LUTHER HILL,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
32017,M12i,,,2014,Wisconsin,Manually Added 2021.09.06
14A0499,M23,su1,Found in Diversity Panel. No notes,2014,New York,
30509,M23,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
30728,M23,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0064,M23,su1,Found in Diversity Panel. No notes,2015,New York,
2368,M23,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0257,M45,su1,Found in Diversity Panel. No notes,2014,New York,
14A0742,M45,su1,Found in Diversity Panel. No notes,2014,New York,
31039,M45,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31302,M45,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0324,M45,su1,Found in Diversity Panel. No notes,2015,New York,
14A0366,M5,su1,Found in Diversity Panel. No notes,2014,New York,
14A0813,M5,su1,Found in Diversity Panel. No notes,2014,New York,
30449,M5,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31534,M5,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0398,M5,su1,Found in Diversity Panel. No notes,2015,New York,
15A0952,M5,su1,Found in Diversity Panel. No notes,2015,New York,
3566,M5,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
32451,M6388,sh2,"F12(BC?3F3M97AC XPurdue61?1?79?1)PA2462, Endosperm changed to match Bassegio (marker)",2014,Wisconsin,
15A0032,M6388,sh2,"F12(BC?3F3M97AC XPurdue61?1?79?1)PA2462, Endosperm changed to match Bassegio (marker)",2015,New York,
15A0532,M6388,sh2,"F12(BC?3F3M97AC XPurdue61?1?79?1)PA2462, Endosperm changed to match Bassegio (marker)",2015,New York,
2408,M6388,sh2,"F12(BC?3F3M97AC XPurdue61?1?79?1)PA2462, Endosperm changed to match Bassegio (marker)",2015,Wisconsin,
30517,M6411,aeduwx,F10(BC1F6M4206 XPurdue61?1?79?1)PA2462,2014,Wisconsin,
31856,M6411,aeduwx,F10(BC1F6M4206 XPurdue61?1?79?1)PA2462,2014,Wisconsin,
15A0217,M6411,aeduwx,F10(BC1F6M4206 XPurdue61?1?79?1)PA2462,2015,New York,
15A0832,M6411,aeduwx,F10(BC1F6M4206 XPurdue61?1?79?1)PA2462,2015,New York,
2808,M6411,aeduwx,F10(BC1F6M4206 XPurdue61?1?79?1)PA2462,2015,Wisconsin,
30527,M6415,aeduwx,F10(BC?1F6Ill.197a XPurdue61?1?79?1)PA2462,2014,Wisconsin,
31726,M6415,aeduwx,F10(BC?1F6Ill.197a XPurdue61?1?79?1)PA2462,2014,Wisconsin,
15A0478,M6415,aeduwx,F10(BC?1F6Ill.197a XPurdue61?1?79?1)PA2462,2015,New York,
15A0873,M6415,aeduwx,F10(BC?1F6Ill.197a XPurdue61?1?79?1)PA2462,2015,New York,
30917,M6421,aeduwx,F9[ILL.B2064 X (BC4F3M97AC XPurdue61?1?79?1)]PA2462,2014,Wisconsin,
32443,M6421,aeduwx,F9[ILL.B2064 X (BC4F3M97AC XPurdue61?1?79?1)]PA2462,2014,Wisconsin,
15A0375,M6421,aeduwx,F9[ILL.B2064 X (BC4F3M97AC XPurdue61?1?79?1)]PA2462,2015,New York,
